(30, 8, 10, 16, 8),
(60, 10, 10, 39, 20),
(100, 7, 11, 53, 27),
(60, 8, 10, 25, 13),
(100, 8, 10, 45, 23),
(90, 8, 10, 24, 12),
(70, 5, 11, 11, 7),
(70, 7, 10, 41, 21),
(70, 8, 11, 45, 23),
(30, 10, 10, 17, 9),
(60, 7, 10, 33, 17),
(40, 6, 11, 21, 11),
(40, 5, 11, 21, 11),
(80, 9, 10, 44, 22),
(50, 5, 10, 15, 8),
(100, 7, 11, 53, 27),
(80, 8, 10, 47, 24),
(50, 6, 10, 27, 14),
(40, 9, 10, 23, 12),
(60, 6, 10, 23, 12),
(60, 9, 10, 43, 22),
(60, 6, 10, 17, 9),
(90, 5, 11, 11, 9),
(100, 9, 10, 32, 16),
(80, 5, 10, 11, 8),
(90, 5, 10, 12, 8),
(60, 10, 10, 49, 25),
(30, 8, 10, 21, 11),
(60, 7, 11, 29, 15),
(60, 8, 10, 43, 22),
(90, 6, 10, 21, 16),
(70, 8, 11, 37, 19),
(30, 6, 10, 10, 5),
(40, 6, 11, 23, 12),
(40, 7, 10, 32, 16),
(30, 7, 11, 22, 11),
(70, 6, 10, 37, 19),
(70, 10, 10, 40, 20),
(60, 9, 11, 19, 10),
(70, 7, 10, 42, 21),
(50, 10, 10, 34, 17),
(30, 6, 10, 15, 8),
(90, 8, 10, 48, 24),
(100, 8, 11, 37, 19),
(80, 6, 10, 19, 10),
(40, 8, 10, 25, 13),
(40, 8, 10, 26, 13),
(80, 6, 10, 16, 8),
(50, 7, 10, 19, 10),
(100, 5, 10, 10, 9),
(30, 7, 11, 20, 10),
(100, 10, 11, 46, 23),
(70, 6, 11, 18, 9),
(50, 8, 11, 23, 12),
(60, 5, 10, 14, 8),
(30, 9, 10, 13, 7),
(80, 9, 10, 55, 28),
(80, 7, 10, 51, 26),
(60, 5, 11, 15, 8),
(90, 6, 10, 20, 11),
(50, 6, 10, 19, 10),
(80, 5, 11, 16, 9),
(80, 7, 10, 45, 23),
(100, 6, 11, 25, 13),
(70, 5, 11, 12, 7),
(50, 5, 10, 13, 9),
(100, 5, 10, 11, 9),
(30, 9, 10, 20, 10),
(100, 9, 10, 66, 33),
(90, 7, 10, 36, 18),
(40, 6, 11, 23, 12),
(50, 8, 10, 31, 16),
(50, 7, 10, 22, 11),
(40, 7, 10, 19, 10),
(80, 8, 10, 37, 19),
(90, 5, 10, 12, 9),
(90, 7, 10, 36, 18),
(50, 6, 10, 28, 14),
(100, 7, 11, 23, 12),
(40, 10, 10, 28, 14),
(50, 10, 10, 39, 20),
(100, 7, 11, 20, 13),
(80, 5, 10, 12, 9),
(40, 9, 10, 28, 14),
(60, 6, 10, 22, 11),
(60, 8, 10, 37, 19),
(50, 9, 10, 25, 13),
(70, 8, 11, 36, 18),
(90, 5, 10, 14, 9),
(60, 7, 10, 42, 21),
(70, 5, 11, 14, 9),
(40, 10, 11, 21, 11),
(70, 7, 10, 36, 18),
(70, 9, 10, 58, 29),
(80, 10, 11, 55, 28),
(60, 7, 11, 33, 17),
(30, 8, 10, 19, 10),
(80, 10, 10, 62, 31),
(50, 5, 11, 22, 11),
(40, 6, 11, 21, 11),
(90, 6, 10, 23, 12),
(100, 6, 11, 22, 12),
(40, 7, 10, 32, 16),
(50, 9, 10, 31, 16),
(70, 9, 10, 55, 28),
(60, 6, 11, 13, 7),
(90, 10, 10, 65, 33),
(30, 6, 10, 19, 10),
(70, 6, 10, 21, 11),
(30, 7, 11, 23, 12),
(70, 6, 11, 12, 7),
(90, 10, 10, 47, 24),
(30, 6, 10, 18, 9),
(40, 9, 10, 24, 12),
(70, 8, 11, 35, 18),
(80, 6, 10, 24, 15),
(90, 8, 10, 29, 15),
(30, 10, 10, 20, 10),
(90, 9, 10, 37, 19),
(80, 8, 10, 43, 22),
(40, 8, 10, 26, 13),
(80, 6, 10, 36, 18),
(40, 5, 10, 11, 9),
(60, 8, 10, 26, 13),
(50, 7, 10, 20, 10),
(100, 8, 10, 48, 24),
(50, 6, 10, 25, 13),
(50, 5, 10, 19, 10),
(70, 5, 11, 13, 8),
(60, 10, 10, 27, 14),
(60, 5, 10, 12, 7),
(60, 9, 10, 51, 26),
(70, 7, 10, 46, 23),
(80, 5, 10, 12, 9),
(40, 8, 10, 19, 10),
(90, 9, 10, 72, 36),
(70, 10, 10, 30, 15),
(50, 8, 11, 28, 14),
(80, 9, 10, 43, 22),
(90, 6, 10, 26, 14),
(100, 6, 11, 34, 17),
(40, 7, 10, 16, 8),
(30, 7, 11, 17, 9),
(60, 5, 11, 14, 9),
(40, 6, 11, 18, 9),
(70, 5, 10, 12, 7),
(80, 7, 10, 31, 16),
(90, 5, 10, 12, 9),
(60, 9, 10, 33, 17),
(60, 6, 10, 23, 12),
(30, 10, 10, 23, 12),
(90, 7, 10, 38, 19),
(100, 10, 10, 72, 36),
(100, 7, 11, 39, 20),
(50, 5, 10, 10, 6),
(30, 8, 10, 17, 9),
(50, 8, 10, 26, 13),
(60, 7, 11, 28, 14),
(100, 5, 11, 11, 9),
(100, 8, 10, 69, 35),
(100, 10, 11, 49, 25),
(30, 9, 10, 17, 9),
(70, 7, 10, 40, 20),
(90, 7, 10, 21, 11),
(40, 6, 11, 23, 12),
(100, 7, 11, 39, 20),
(50, 6, 11, 14, 7),
(100, 6, 10, 22, 11),
(60, 10, 10, 42, 21),
(70, 8, 11, 36, 18),
(90, 5, 11, 11, 9),
(30, 9, 10, 17, 9),
(30, 8, 10, 17, 9),
(80, 5, 11, 12, 9),
(40, 7, 10, 23, 12),
(70, 6, 10, 23, 17),
(70, 6, 11, 23, 12),
(80, 8, 10, 44, 22),
(50, 10, 10, 38, 19),
(30, 6, 10, 18, 9),
(100, 9, 10, 55, 28),
(80, 9, 10, 22, 14),
(60, 8, 10, 47, 24),
(80, 6, 10, 15, 8),
(80, 7, 11, 47, 24),
(70, 10, 10, 27, 14),
(100, 5, 10, 10, 8),
(50, 9, 10, 35, 18),
(90, 8, 11, 43, 22),
(40, 9, 10, 22, 11),
(70, 5, 11, 14, 9),
(50, 5, 10, 12, 9),
(50, 7, 10, 24, 12),
(60, 5, 10, 13, 9),
(40, 10, 10, 27, 14),
(60, 7, 11, 18, 9),
(80, 6, 11, 16, 8),
(60, 5, 10, 13, 8),
(30, 7, 11, 23, 12),
(70, 8, 11, 50, 25),
(90, 6, 11, 20, 10),
(60, 6, 11, 21, 11),
(40, 10, 10, 27, 14),
(50, 7, 11, 24, 12),
(90, 6, 10, 26, 16),
(50, 9, 10, 39, 20),
(100, 9, 10, 51, 26),
(50, 8, 11, 26, 13),
(100, 6, 11, 18, 9),
(70, 7, 10, 30, 15),
(50, 10, 10, 36, 18),
(40, 9, 10, 35, 18),
(40, 6, 11, 18, 9),
(60, 8, 10, 36, 18),
(90, 8, 10, 39, 20),
(70, 9, 10, 49, 25),
(40, 8, 10, 18, 9),
(40, 6, 11, 16, 8),
(100, 5, 10, 11, 9),
(70, 9, 10, 33, 17),
(60, 7, 11, 14, 7),
(70, 5, 11, 11, 8),
(90, 5, 10, 12, 9),
(100, 7, 11, 25, 14),
(80, 8, 10, 45, 23),
(50, 6, 11, 33, 17),
(50, 6, 10, 29, 15),
(90, 5, 10, 11, 9),
(100, 6, 10, 25, 19),
(100, 8, 10, 65, 33),
(60, 9, 10, 36, 18),
(80, 5, 10, 11, 8),
(90, 9, 10, 19, 10),
(40, 8, 11, 10, 5),
(90, 7, 10, 37, 19),
(50, 8, 10, 32, 16),
(70, 7, 10, 20, 10),
